# written by /home/mroughan/Reports/Networking/Topology/Waxman/Matlab/Estimation/G.m (Matlab version 0.03)
# written on 01-Jun-2016
# 
# parameters 
#    region = unit square
# format:   s,   G(s)
 1.220,  0.553531
 1.221,  0.553282
 1.222,  0.553034
 1.223,  0.552786
 1.224,  0.552538
 1.225,  0.552290
 1.226,  0.552042
 1.227,  0.551794
 1.228,  0.551546
 1.229,  0.551299
 1.230,  0.551052
 1.231,  0.550805
 1.232,  0.550558
 1.233,  0.550311
 1.234,  0.550064
 1.235,  0.549817
 1.236,  0.549571
 1.237,  0.549325
 1.238,  0.549078
 1.239,  0.548832
 1.240,  0.548587
 1.241,  0.548341
 1.242,  0.548095
 1.243,  0.547850
 1.244,  0.547604
 1.245,  0.547359
 1.246,  0.547114
 1.247,  0.546869
 1.248,  0.546625
 1.249,  0.546380
 1.250,  0.546135
 1.251,  0.545891
 1.252,  0.545647
 1.253,  0.545403
 1.254,  0.545159
 1.255,  0.544915
 1.256,  0.544672
 1.257,  0.544428
 1.258,  0.544185
 1.259,  0.543941
 1.260,  0.543698
 1.261,  0.543455
 1.262,  0.543213
 1.263,  0.542970
 1.264,  0.542727
 1.265,  0.542485
 1.266,  0.542243
 1.267,  0.542001
 1.268,  0.541759
 1.269,  0.541517
 1.270,  0.541275
 1.271,  0.541034
 1.272,  0.540792
 1.273,  0.540551
 1.274,  0.540310
 1.275,  0.540069
 1.276,  0.539828
 1.277,  0.539587
 1.278,  0.539347
 1.279,  0.539106
 1.280,  0.538866
 1.281,  0.538626
 1.282,  0.538386
 1.283,  0.538146
 1.284,  0.537906
 1.285,  0.537666
 1.286,  0.537427
 1.287,  0.537188
 1.288,  0.536948
 1.289,  0.536709
 1.290,  0.536470
 1.291,  0.536232
 1.292,  0.535993
 1.293,  0.535754
 1.294,  0.535516
 1.295,  0.535278
 1.296,  0.535040
 1.297,  0.534802
 1.298,  0.534564
 1.299,  0.534326
 1.300,  0.534088
 1.301,  0.533851
 1.302,  0.533614
 1.303,  0.533376
 1.304,  0.533139
 1.305,  0.532902
 1.306,  0.532666
 1.307,  0.532429
 1.308,  0.532193
 1.309,  0.531956
 1.310,  0.531720
 1.311,  0.531484
 1.312,  0.531248
 1.313,  0.531012
 1.314,  0.530776
 1.315,  0.530541
 1.316,  0.530305
 1.317,  0.530070
 1.318,  0.529835
 1.319,  0.529600
 1.320,  0.529365
 1.321,  0.529130
 1.322,  0.528896
 1.323,  0.528661
 1.324,  0.528427
 1.325,  0.528193
 1.326,  0.527958
 1.327,  0.527725
 1.328,  0.527491
 1.329,  0.527257
 1.330,  0.527023
 1.331,  0.526790
 1.332,  0.526557
 1.333,  0.526324
 1.334,  0.526091
 1.335,  0.525858
 1.336,  0.525625
 1.337,  0.525392
 1.338,  0.525160
 1.339,  0.524927
 1.340,  0.524695
 1.341,  0.524463
 1.342,  0.524231
 1.343,  0.523999
 1.344,  0.523768
 1.345,  0.523536
 1.346,  0.523305
 1.347,  0.523073
 1.348,  0.522842
 1.349,  0.522611
 1.350,  0.522380
 1.351,  0.522149
 1.352,  0.521919
 1.353,  0.521688
 1.354,  0.521458
 1.355,  0.521227
 1.356,  0.520997
 1.357,  0.520767
 1.358,  0.520537
 1.359,  0.520308
 1.360,  0.520078
 1.361,  0.519849
 1.362,  0.519619
 1.363,  0.519390
 1.364,  0.519161
 1.365,  0.518932
 1.366,  0.518703
 1.367,  0.518474
 1.368,  0.518246
 1.369,  0.518017
 1.370,  0.517789
 1.371,  0.517561
 1.372,  0.517333
 1.373,  0.517105
 1.374,  0.516877
 1.375,  0.516650
 1.376,  0.516422
 1.377,  0.516195
 1.378,  0.515967
 1.379,  0.515740
 1.380,  0.515513
 1.381,  0.515286
 1.382,  0.515059
 1.383,  0.514833
 1.384,  0.514606
 1.385,  0.514380
 1.386,  0.514154
 1.387,  0.513928
 1.388,  0.513702
 1.389,  0.513476
 1.390,  0.513250
 1.391,  0.513024
 1.392,  0.512799
 1.393,  0.512574
 1.394,  0.512348
 1.395,  0.512123
 1.396,  0.511898
 1.397,  0.511673
 1.398,  0.511449
 1.399,  0.511224
 1.400,  0.511000
 1.401,  0.510775
 1.402,  0.510551
 1.403,  0.510327
 1.404,  0.510103
 1.405,  0.509879
 1.406,  0.509655
 1.407,  0.509432
 1.408,  0.509208
 1.409,  0.508985
 1.410,  0.508762
 1.411,  0.508539
 1.412,  0.508316
 1.413,  0.508093
 1.414,  0.507870
 1.415,  0.507648
 1.416,  0.507425
 1.417,  0.507203
 1.418,  0.506981
 1.419,  0.506759
 1.420,  0.506537
 1.421,  0.506315
 1.422,  0.506093
 1.423,  0.505872
 1.424,  0.505650
 1.425,  0.505429
 1.426,  0.505208
 1.427,  0.504987
 1.428,  0.504766
 1.429,  0.504545
 1.430,  0.504324
 1.431,  0.504104
 1.432,  0.503883
 1.433,  0.503663
 1.434,  0.503443
 1.435,  0.503223
 1.436,  0.503003
 1.437,  0.502783
 1.438,  0.502563
 1.439,  0.502343
 1.440,  0.502124
 1.441,  0.501905
 1.442,  0.501685
 1.443,  0.501466
 1.444,  0.501247
 1.445,  0.501029
 1.446,  0.500810
 1.447,  0.500591
 1.448,  0.500373
 1.449,  0.500154
 1.450,  0.499936
 1.451,  0.499718
 1.452,  0.499500
 1.453,  0.499282
 1.454,  0.499065
 1.455,  0.498847
 1.456,  0.498629
 1.457,  0.498412
 1.458,  0.498195
 1.459,  0.497978
 1.460,  0.497761
 1.461,  0.497544
 1.462,  0.497327
 1.463,  0.497110
 1.464,  0.496894
 1.465,  0.496678
 1.466,  0.496461
 1.467,  0.496245
 1.468,  0.496029
 1.469,  0.495813
 1.470,  0.495597
 1.471,  0.495382
 1.472,  0.495166
 1.473,  0.494951
 1.474,  0.494735
 1.475,  0.494520
 1.476,  0.494305
 1.477,  0.494090
 1.478,  0.493875
 1.479,  0.493661
 1.480,  0.493446
 1.481,  0.493232
 1.482,  0.493017
 1.483,  0.492803
 1.484,  0.492589
 1.485,  0.492375
 1.486,  0.492161
 1.487,  0.491947
 1.488,  0.491734
 1.489,  0.491520
 1.490,  0.491307
 1.491,  0.491094
 1.492,  0.490881
 1.493,  0.490668
 1.494,  0.490455
 1.495,  0.490242
 1.496,  0.490029
 1.497,  0.489817
 1.498,  0.489604
 1.499,  0.489392
 1.500,  0.489180
 1.501,  0.488968
 1.502,  0.488756
 1.503,  0.488544
 1.504,  0.488332
 1.505,  0.488121
 1.506,  0.487909
 1.507,  0.487698
 1.508,  0.487487
 1.509,  0.487275
 1.510,  0.487064
 1.511,  0.486854
 1.512,  0.486643
 1.513,  0.486432
 1.514,  0.486222
 1.515,  0.486011
 1.516,  0.485801
 1.517,  0.485591
 1.518,  0.485381
 1.519,  0.485171
 1.520,  0.484961
 1.521,  0.484751
 1.522,  0.484542
 1.523,  0.484332
 1.524,  0.484123
 1.525,  0.483914
 1.526,  0.483704
 1.527,  0.483495
 1.528,  0.483287
 1.529,  0.483078
 1.530,  0.482869
 1.531,  0.482661
 1.532,  0.482452
 1.533,  0.482244
 1.534,  0.482036
 1.535,  0.481828
 1.536,  0.481620
 1.537,  0.481412
 1.538,  0.481204
 1.539,  0.480996
 1.540,  0.480789
 1.541,  0.480582
 1.542,  0.480374
 1.543,  0.480167
 1.544,  0.479960
 1.545,  0.479753
 1.546,  0.479546
 1.547,  0.479340
 1.548,  0.479133
 1.549,  0.478927
 1.550,  0.478720
 1.551,  0.478514
 1.552,  0.478308
 1.553,  0.478102
 1.554,  0.477896
 1.555,  0.477690
 1.556,  0.477485
 1.557,  0.477279
 1.558,  0.477074
 1.559,  0.476868
 1.560,  0.476663
 1.561,  0.476458
 1.562,  0.476253
 1.563,  0.476048
 1.564,  0.475844
 1.565,  0.475639
 1.566,  0.475434
 1.567,  0.475230
 1.568,  0.475026
 1.569,  0.474822
 1.570,  0.474618
 1.571,  0.474414
 1.572,  0.474210
 1.573,  0.474006
 1.574,  0.473802
 1.575,  0.473599
 1.576,  0.473396
 1.577,  0.473192
 1.578,  0.472989
 1.579,  0.472786
 1.580,  0.472583
 1.581,  0.472380
 1.582,  0.472178
 1.583,  0.471975
 1.584,  0.471773
 1.585,  0.471570
 1.586,  0.471368
 1.587,  0.471166
 1.588,  0.470964
 1.589,  0.470762
 1.590,  0.470560
 1.591,  0.470359
 1.592,  0.470157
 1.593,  0.469956
 1.594,  0.469754
 1.595,  0.469553
 1.596,  0.469352
 1.597,  0.469151
 1.598,  0.468950
 1.599,  0.468749
 1.600,  0.468548
 1.601,  0.468348
 1.602,  0.468147
 1.603,  0.467947
 1.604,  0.467747
 1.605,  0.467547
 1.606,  0.467347
 1.607,  0.467147
 1.608,  0.466947
 1.609,  0.466747
 1.610,  0.466548
 1.611,  0.466348
 1.612,  0.466149
 1.613,  0.465950
 1.614,  0.465751
 1.615,  0.465552
 1.616,  0.465353
 1.617,  0.465154
 1.618,  0.464955
 1.619,  0.464757
 1.620,  0.464558
 1.621,  0.464360
 1.622,  0.464161
 1.623,  0.463963
 1.624,  0.463765
 1.625,  0.463567
 1.626,  0.463370
 1.627,  0.463172
 1.628,  0.462974
 1.629,  0.462777
 1.630,  0.462579
 1.631,  0.462382
 1.632,  0.462185
 1.633,  0.461988
 1.634,  0.461791
 1.635,  0.461594
 1.636,  0.461397
 1.637,  0.461201
 1.638,  0.461004
 1.639,  0.460808
 1.640,  0.460612
 1.641,  0.460415
 1.642,  0.460219
 1.643,  0.460023
 1.644,  0.459828
 1.645,  0.459632
 1.646,  0.459436
 1.647,  0.459241
 1.648,  0.459045
 1.649,  0.458850
 1.650,  0.458655
 1.651,  0.458460
 1.652,  0.458265
 1.653,  0.458070
 1.654,  0.457875
 1.655,  0.457680
 1.656,  0.457486
 1.657,  0.457291
 1.658,  0.457097
 1.659,  0.456903
 1.660,  0.456709
 1.661,  0.456515
 1.662,  0.456321
 1.663,  0.456127
 1.664,  0.455933
 1.665,  0.455740
 1.666,  0.455546
 1.667,  0.455353
 1.668,  0.455159
 1.669,  0.454966
 1.670,  0.454773
 1.671,  0.454580
 1.672,  0.454387
 1.673,  0.454195
 1.674,  0.454002
 1.675,  0.453810
 1.676,  0.453617
 1.677,  0.453425
 1.678,  0.453233
 1.679,  0.453041
 1.680,  0.452849
 1.681,  0.452657
 1.682,  0.452465
 1.683,  0.452273
 1.684,  0.452082
 1.685,  0.451890
 1.686,  0.451699
 1.687,  0.451507
 1.688,  0.451316
 1.689,  0.451125
 1.690,  0.450934
 1.691,  0.450743
 1.692,  0.450553
 1.693,  0.450362
 1.694,  0.450172
 1.695,  0.449981
 1.696,  0.449791
 1.697,  0.449601
 1.698,  0.449411
 1.699,  0.449221
 1.700,  0.449031
 1.701,  0.448841
 1.702,  0.448651
 1.703,  0.448462
 1.704,  0.448272
 1.705,  0.448083
 1.706,  0.447893
 1.707,  0.447704
 1.708,  0.447515
 1.709,  0.447326
 1.710,  0.447137
 1.711,  0.446949
 1.712,  0.446760
 1.713,  0.446571
 1.714,  0.446383
 1.715,  0.446195
 1.716,  0.446006
 1.717,  0.445818
 1.718,  0.445630
 1.719,  0.445442
 1.720,  0.445254
 1.721,  0.445067
 1.722,  0.444879
 1.723,  0.444692
 1.724,  0.444504
 1.725,  0.444317
 1.726,  0.444130
 1.727,  0.443943
 1.728,  0.443756
 1.729,  0.443569
 1.730,  0.443382
 1.731,  0.443195
 1.732,  0.443009
 1.733,  0.442822
 1.734,  0.442636
 1.735,  0.442449
 1.736,  0.442263
 1.737,  0.442077
 1.738,  0.441891
 1.739,  0.441705
 1.740,  0.441520
 1.741,  0.441334
 1.742,  0.441148
 1.743,  0.440963
 1.744,  0.440777
 1.745,  0.440592
 1.746,  0.440407
 1.747,  0.440222
 1.748,  0.440037
 1.749,  0.439852
 1.750,  0.439667
 1.751,  0.439483
 1.752,  0.439298
 1.753,  0.439114
 1.754,  0.438929
 1.755,  0.438745
 1.756,  0.438561
 1.757,  0.438377
 1.758,  0.438193
 1.759,  0.438009
 1.760,  0.437825
 1.761,  0.437642
 1.762,  0.437458
 1.763,  0.437275
 1.764,  0.437091
 1.765,  0.436908
 1.766,  0.436725
 1.767,  0.436542
 1.768,  0.436359
 1.769,  0.436176
 1.770,  0.435993
 1.771,  0.435811
 1.772,  0.435628
 1.773,  0.435446
 1.774,  0.435263
 1.775,  0.435081
 1.776,  0.434899
 1.777,  0.434717
 1.778,  0.434535
 1.779,  0.434353
 1.780,  0.434171
 1.781,  0.433990
 1.782,  0.433808
 1.783,  0.433626
 1.784,  0.433445
 1.785,  0.433264
 1.786,  0.433083
 1.787,  0.432902
 1.788,  0.432721
 1.789,  0.432540
 1.790,  0.432359
 1.791,  0.432178
 1.792,  0.431998
 1.793,  0.431817
 1.794,  0.431637
 1.795,  0.431457
 1.796,  0.431276
 1.797,  0.431096
 1.798,  0.430916
 1.799,  0.430737
 1.800,  0.430557
 1.801,  0.430377
 1.802,  0.430197
 1.803,  0.430018
 1.804,  0.429839
 1.805,  0.429659
 1.806,  0.429480
 1.807,  0.429301
 1.808,  0.429122
 1.809,  0.428943
 1.810,  0.428764
 1.811,  0.428586
 1.812,  0.428407
 1.813,  0.428228
 1.814,  0.428050
 1.815,  0.427872
 1.816,  0.427693
 1.817,  0.427515
 1.818,  0.427337
 1.819,  0.427159
 1.820,  0.426981
 1.821,  0.426804
 1.822,  0.426626
 1.823,  0.426448
 1.824,  0.426271
 1.825,  0.426094
 1.826,  0.425916
 1.827,  0.425739
 1.828,  0.425562
 1.829,  0.425385
 1.830,  0.425208
 1.831,  0.425032
 1.832,  0.424855
 1.833,  0.424678
 1.834,  0.424502
 1.835,  0.424325
 1.836,  0.424149
 1.837,  0.423973
 1.838,  0.423797
 1.839,  0.423621
 1.840,  0.423445
 1.841,  0.423269
 1.842,  0.423093
 1.843,  0.422918
 1.844,  0.422742
 1.845,  0.422567
 1.846,  0.422391
 1.847,  0.422216
 1.848,  0.422041
 1.849,  0.421866
 1.850,  0.421691
 1.851,  0.421516
 1.852,  0.421341
 1.853,  0.421166
 1.854,  0.420992
 1.855,  0.420817
 1.856,  0.420643
 1.857,  0.420469
 1.858,  0.420294
 1.859,  0.420120
 1.860,  0.419946
 1.861,  0.419772
 1.862,  0.419599
 1.863,  0.419425
 1.864,  0.419251
 1.865,  0.419078
 1.866,  0.418904
 1.867,  0.418731
 1.868,  0.418557
 1.869,  0.418384
 1.870,  0.418211
 1.871,  0.418038
 1.872,  0.417865
 1.873,  0.417693
 1.874,  0.417520
 1.875,  0.417347
 1.876,  0.417175
 1.877,  0.417002
 1.878,  0.416830
 1.879,  0.416658
 1.880,  0.416485
 1.881,  0.416313
 1.882,  0.416141
 1.883,  0.415970
 1.884,  0.415798
 1.885,  0.415626
 1.886,  0.415455
 1.887,  0.415283
 1.888,  0.415112
 1.889,  0.414940
 1.890,  0.414769
 1.891,  0.414598
 1.892,  0.414427
 1.893,  0.414256
 1.894,  0.414085
 1.895,  0.413914
 1.896,  0.413744
 1.897,  0.413573
 1.898,  0.413403
 1.899,  0.413232
 1.900,  0.413062
 1.901,  0.412892
 1.902,  0.412722
 1.903,  0.412552
 1.904,  0.412382
 1.905,  0.412212
 1.906,  0.412042
 1.907,  0.411872
 1.908,  0.411703
 1.909,  0.411533
 1.910,  0.411364
 1.911,  0.411195
 1.912,  0.411025
 1.913,  0.410856
 1.914,  0.410687
 1.915,  0.410518
 1.916,  0.410349
 1.917,  0.410181
 1.918,  0.410012
 1.919,  0.409843
 1.920,  0.409675
 1.921,  0.409507
 1.922,  0.409338
 1.923,  0.409170
 1.924,  0.409002
 1.925,  0.408834
 1.926,  0.408666
 1.927,  0.408498
 1.928,  0.408330
 1.929,  0.408163
 1.930,  0.407995
 1.931,  0.407828
 1.932,  0.407660
 1.933,  0.407493
 1.934,  0.407326
 1.935,  0.407159
 1.936,  0.406992
 1.937,  0.406825
 1.938,  0.406658
 1.939,  0.406491
 1.940,  0.406324
 1.941,  0.406158
 1.942,  0.405991
 1.943,  0.405825
 1.944,  0.405659
 1.945,  0.405492
 1.946,  0.405326
 1.947,  0.405160
 1.948,  0.404994
 1.949,  0.404828
 1.950,  0.404663
 1.951,  0.404497
 1.952,  0.404331
 1.953,  0.404166
 1.954,  0.404000
 1.955,  0.403835
 1.956,  0.403670
 1.957,  0.403505
 1.958,  0.403339
 1.959,  0.403174
 1.960,  0.403010
 1.961,  0.402845
 1.962,  0.402680
 1.963,  0.402515
 1.964,  0.402351
 1.965,  0.402186
 1.966,  0.402022
 1.967,  0.401858
 1.968,  0.401694
 1.969,  0.401530
 1.970,  0.401365
 1.971,  0.401202
 1.972,  0.401038
 1.973,  0.400874
 1.974,  0.400710
 1.975,  0.400547
 1.976,  0.400383
 1.977,  0.400220
 1.978,  0.400057
 1.979,  0.399893
 1.980,  0.399730
 1.981,  0.399567
 1.982,  0.399404
 1.983,  0.399241
 1.984,  0.399078
 1.985,  0.398916
 1.986,  0.398753
 1.987,  0.398591
 1.988,  0.398428
 1.989,  0.398266
 1.990,  0.398104
 1.991,  0.397941
 1.992,  0.397779
 1.993,  0.397617
 1.994,  0.397455
 1.995,  0.397294
 1.996,  0.397132
 1.997,  0.396970
 1.998,  0.396809
 1.999,  0.396647
 2.000,  0.396486
 2.001,  0.396324
 2.002,  0.396163
 2.003,  0.396002
 2.004,  0.395841
 2.005,  0.395680
 2.006,  0.395519
 2.007,  0.395358
 2.008,  0.395198
 2.009,  0.395037
 2.010,  0.394876
 2.011,  0.394716
 2.012,  0.394556
 2.013,  0.394395
 2.014,  0.394235
 2.015,  0.394075
 2.016,  0.393915
 2.017,  0.393755
 2.018,  0.393595
 2.019,  0.393435
 2.020,  0.393276
 2.021,  0.393116
 2.022,  0.392956
 2.023,  0.392797
 2.024,  0.392638
 2.025,  0.392478
 2.026,  0.392319
 2.027,  0.392160
 2.028,  0.392001
 2.029,  0.391842
 2.030,  0.391683
 2.031,  0.391525
 2.032,  0.391366
 2.033,  0.391207
 2.034,  0.391049
 2.035,  0.390890
 2.036,  0.390732
 2.037,  0.390574
 2.038,  0.390416
 2.039,  0.390258
 2.040,  0.390100
 2.041,  0.389942
 2.042,  0.389784
 2.043,  0.389626
 2.044,  0.389468
 2.045,  0.389311
 2.046,  0.389153
 2.047,  0.388996
 2.048,  0.388839
 2.049,  0.388681
 2.050,  0.388524
 2.051,  0.388367
 2.052,  0.388210
 2.053,  0.388053
 2.054,  0.387896
 2.055,  0.387740
 2.056,  0.387583
 2.057,  0.387427
 2.058,  0.387270
 2.059,  0.387114
 2.060,  0.386957
 2.061,  0.386801
 2.062,  0.386645
 2.063,  0.386489
 2.064,  0.386333
 2.065,  0.386177
 2.066,  0.386021
 2.067,  0.385865
 2.068,  0.385710
 2.069,  0.385554
 2.070,  0.385399
 2.071,  0.385243
 2.072,  0.385088
 2.073,  0.384933
 2.074,  0.384777
 2.075,  0.384622
 2.076,  0.384467
 2.077,  0.384312
 2.078,  0.384158
 2.079,  0.384003
 2.080,  0.383848
 2.081,  0.383694
 2.082,  0.383539
 2.083,  0.383385
 2.084,  0.383230
 2.085,  0.383076
 2.086,  0.382922
 2.087,  0.382768
 2.088,  0.382614
 2.089,  0.382460
 2.090,  0.382306
 2.091,  0.382152
 2.092,  0.381998
 2.093,  0.381845
 2.094,  0.381691
 2.095,  0.381538
 2.096,  0.381384
 2.097,  0.381231
 2.098,  0.381078
 2.099,  0.380925
 2.100,  0.380772
 2.101,  0.380619
 2.102,  0.380466
 2.103,  0.380313
 2.104,  0.380160
 2.105,  0.380008
 2.106,  0.379855
 2.107,  0.379703
 2.108,  0.379550
 2.109,  0.379398
 2.110,  0.379246
 2.111,  0.379094
 2.112,  0.378942
 2.113,  0.378790
 2.114,  0.378638
 2.115,  0.378486
 2.116,  0.378334
 2.117,  0.378182
 2.118,  0.378031
 2.119,  0.377879
 2.120,  0.377728
 2.121,  0.377576
 2.122,  0.377425
 2.123,  0.377274
 2.124,  0.377123
 2.125,  0.376972
 2.126,  0.376821
 2.127,  0.376670
 2.128,  0.376519
 2.129,  0.376368
 2.130,  0.376218
 2.131,  0.376067
 2.132,  0.375917
 2.133,  0.375766
 2.134,  0.375616
 2.135,  0.375466
 2.136,  0.375316
 2.137,  0.375166
 2.138,  0.375016
 2.139,  0.374866
 2.140,  0.374716
 2.141,  0.374566
 2.142,  0.374416
 2.143,  0.374267
 2.144,  0.374117
 2.145,  0.373968
 2.146,  0.373818
 2.147,  0.373669
 2.148,  0.373520
 2.149,  0.373371
 2.150,  0.373222
 2.151,  0.373073
 2.152,  0.372924
 2.153,  0.372775
 2.154,  0.372626
 2.155,  0.372478
 2.156,  0.372329
 2.157,  0.372180
 2.158,  0.372032
 2.159,  0.371884
 2.160,  0.371735
 2.161,  0.371587
 2.162,  0.371439
 2.163,  0.371291
 2.164,  0.371143
 2.165,  0.370995
 2.166,  0.370847
 2.167,  0.370700
 2.168,  0.370552
 2.169,  0.370404
 2.170,  0.370257
 2.171,  0.370109
 2.172,  0.369962
 2.173,  0.369815
 2.174,  0.369668
 2.175,  0.369521
 2.176,  0.369374
 2.177,  0.369227
 2.178,  0.369080
 2.179,  0.368933
 2.180,  0.368786
 2.181,  0.368640
 2.182,  0.368493
 2.183,  0.368346
 2.184,  0.368200
 2.185,  0.368054
 2.186,  0.367907
 2.187,  0.367761
 2.188,  0.367615
 2.189,  0.367469
 2.190,  0.367323
 2.191,  0.367177
 2.192,  0.367031
 2.193,  0.366886
 2.194,  0.366740
 2.195,  0.366595
 2.196,  0.366449
 2.197,  0.366304
 2.198,  0.366158
 2.199,  0.366013
 2.200,  0.365868
 2.201,  0.365723
 2.202,  0.365578
 2.203,  0.365433
 2.204,  0.365288
 2.205,  0.365143
 2.206,  0.364998
 2.207,  0.364854
 2.208,  0.364709
 2.209,  0.364564
 2.210,  0.364420
 2.211,  0.364276
 2.212,  0.364131
 2.213,  0.363987
 2.214,  0.363843
 2.215,  0.363699
 2.216,  0.363555
 2.217,  0.363411
 2.218,  0.363267
 2.219,  0.363123
 2.220,  0.362980
 2.221,  0.362836
 2.222,  0.362693
 2.223,  0.362549
 2.224,  0.362406
 2.225,  0.362263
 2.226,  0.362119
 2.227,  0.361976
 2.228,  0.361833
 2.229,  0.361690
 2.230,  0.361547
 2.231,  0.361404
 2.232,  0.361261
 2.233,  0.361119
 2.234,  0.360976
 2.235,  0.360834
 2.236,  0.360691
 2.237,  0.360549
 2.238,  0.360406
 2.239,  0.360264
 2.240,  0.360122
 2.241,  0.359980
 2.242,  0.359838
 2.243,  0.359696
 2.244,  0.359554
 2.245,  0.359412
 2.246,  0.359270
 2.247,  0.359129
 2.248,  0.358987
 2.249,  0.358846
 2.250,  0.358704
 2.251,  0.358563
 2.252,  0.358421
 2.253,  0.358280
 2.254,  0.358139
 2.255,  0.357998
 2.256,  0.357857
 2.257,  0.357716
 2.258,  0.357575
 2.259,  0.357434
 2.260,  0.357294
 2.261,  0.357153
 2.262,  0.357012
 2.263,  0.356872
 2.264,  0.356732
 2.265,  0.356591
 2.266,  0.356451
 2.267,  0.356311
 2.268,  0.356171
 2.269,  0.356031
 2.270,  0.355891
 2.271,  0.355751
 2.272,  0.355611
 2.273,  0.355471
 2.274,  0.355331
 2.275,  0.355192
 2.276,  0.355052
 2.277,  0.354913
 2.278,  0.354773
 2.279,  0.354634
 2.280,  0.354495
 2.281,  0.354356
 2.282,  0.354216
 2.283,  0.354077
 2.284,  0.353938
 2.285,  0.353800
 2.286,  0.353661
 2.287,  0.353522
 2.288,  0.353383
 2.289,  0.353245
 2.290,  0.353106
 2.291,  0.352968
 2.292,  0.352829
 2.293,  0.352691
 2.294,  0.352553
 2.295,  0.352415
 2.296,  0.352276
 2.297,  0.352138
 2.298,  0.352000
 2.299,  0.351863
 2.300,  0.351725
 2.301,  0.351587
 2.302,  0.351449
 2.303,  0.351312
 2.304,  0.351174
 2.305,  0.351037
 2.306,  0.350899
 2.307,  0.350762
 2.308,  0.350625
 2.309,  0.350488
 2.310,  0.350351
 2.311,  0.350214
 2.312,  0.350077
 2.313,  0.349940
 2.314,  0.349803
 2.315,  0.349666
 2.316,  0.349529
 2.317,  0.349393
 2.318,  0.349256
 2.319,  0.349120
 2.320,  0.348983
 2.321,  0.348847
 2.322,  0.348711
 2.323,  0.348575
 2.324,  0.348439
 2.325,  0.348303
 2.326,  0.348167
 2.327,  0.348031
 2.328,  0.347895
 2.329,  0.347759
 2.330,  0.347623
 2.331,  0.347488
 2.332,  0.347352
 2.333,  0.347217
 2.334,  0.347081
 2.335,  0.346946
 2.336,  0.346811
 2.337,  0.346676
 2.338,  0.346540
 2.339,  0.346405
 2.340,  0.346270
 2.341,  0.346135
 2.342,  0.346001
 2.343,  0.345866
 2.344,  0.345731
 2.345,  0.345596
 2.346,  0.345462
 2.347,  0.345327
 2.348,  0.345193
 2.349,  0.345059
 2.350,  0.344924
 2.351,  0.344790
 2.352,  0.344656
 2.353,  0.344522
 2.354,  0.344388
 2.355,  0.344254
 2.356,  0.344120
 2.357,  0.343986
 2.358,  0.343852
 2.359,  0.343719
 2.360,  0.343585
 2.361,  0.343452
 2.362,  0.343318
 2.363,  0.343185
 2.364,  0.343051
 2.365,  0.342918
 2.366,  0.342785
 2.367,  0.342652
 2.368,  0.342519
